demand_index,time_slot,day_of_week,competition_pressure,operational_cost,seasonality_index,marketing_intensity,dynamic_price
31.0,20.0,2.0,-0.18,131.38,1.18,1.16,287.0554336980059
115.0,27.0,1.0,0.88,,1.25,0.02,390.2554374199
68.0,15.0,8.0,0.01,111.87,,0.28,327.18314121574457
,20.0,,0.2,126.39,1.4,1.24,1455.215970904363
88.0,-2.0,2.0,1.14,96.79,1.46,-0.17,
43.0,13.0,8.0,1.08,-14.63,0.5,0.12,
64.0,-2.0,4.0,-0.18,179.77,1.29,0.92,400.5770290601516
,9.0,2.0,,140.21,0.55,-0.15,
101.0,-2.0,5.0,0.55,101.91,0.88,1.11,345.63748600076565
96.0,,7.0,0.44,96.95,,0.99,359.32615057758824
38.0,7.0,4.0,0.87,54.06,1.16,0.85,204.11467134310746
57.0,12.0,4.0,0.49,126.68,0.98,-0.03,302.66228128883796
-12.0,,3.0,-0.15,107.65,1.09,-0.16,139.68965009123627
,4.0,8.0,1.24,137.87,0.83,1.25,448.6525069677269
45.0,6.0,8.0,0.77,53.74,0.69,0.88,
20.0,,1.0,-0.1,69.22,1.14,0.78,202.5848581168268
99.0,7.0,0.0,,102.42,0.76,0.6,368.3211137070616
56.0,19.0,6.0,1.35,124.0,0.76,0.55,285.83066971994316
103.0,22.0,8.0,0.75,180.65,1.38,,438.5909608177073
115.0,17.0,0.0,1.09,172.86,0.95,0.71,450.8846161951657
-7.0,1.0,8.0,0.87,115.25,0.52,0.9,142.04241595169484
-19.0,0.0,,0.79,159.97,,1.13,216.38998046386556
43.0,27.0,1.0,1.18,195.17,0.83,0.5,
-17.0,24.0,2.0,,178.37,0.61,0.52,
-3.0,20.0,4.0,0.05,194.42,,,280.0018414091578
68.0,14.0,3.0,1.48,93.21,1.48,1.06,283.5138315942117
77.0,4.0,0.0,1.24,78.14,,-0.16,275.1518788755855
30.0,26.0,3.0,1.27,154.38,0.62,0.47,214.44557161527567
,11.0,8.0,,102.36,1.18,1.16,303.1911246160588
110.0,,6.0,1.01,95.84,1.16,-0.18,333.7362926576527
126.0,0.0,1.0,-0.02,,,1.29,372.9926863915312
26.0,14.0,4.0,0.64,99.52,1.29,0.26,258.16008181961973
25.0,19.0,8.0,1.36,152.84,1.29,-0.11,227.0534699706818
-2.0,7.0,4.0,0.49,146.06,0.78,0.7,174.78818935702623
53.0,,3.0,0.54,187.45,0.57,,947.2699625171842
42.0,6.0,3.0,0.1,145.89,0.63,0.99,
119.0,8.0,8.0,0.0,182.19,0.64,,444.7093603530672
72.0,20.0,4.0,0.46,90.4,1.12,1.0,286.567406008393
118.0,18.0,4.0,1.39,124.04,0.72,1.16,345.25124671725047
111.0,27.0,,0.09,105.56,,,415.30764069479744
25.0,18.0,4.0,0.91,104.88,1.31,0.51,269.2480192230112
102.0,9.0,3.0,-0.05,89.69,0.82,0.02,355.47393767156774
5.0,17.0,1.0,0.15,165.68,0.85,0.59,263.27920963870685
7.0,-3.0,2.0,1.01,189.69,0.84,1.25,201.6637748525114
90.0,10.0,8.0,0.98,78.19,1.31,0.08,367.8634117309647
-17.0,20.0,0.0,1.43,163.58,1.06,-0.12,147.25803440314567
79.0,15.0,5.0,0.07,34.45,0.82,0.63,292.09368533821805
65.0,6.0,2.0,1.05,163.54,0.9,1.25,366.0306296378244
36.0,11.0,0.0,1.45,117.9,0.74,-0.0,158.16542805685575
67.0,-2.0,4.0,0.92,154.02,1.24,1.1,338.31773903147155
80.0,9.0,2.0,0.87,162.11,1.1,0.81,367.4317702114261
112.0,15.0,5.0,,155.36,1.33,1.02,490.55811896592195
49.0,20.0,2.0,0.19,175.1,0.61,1.1,
92.0,11.0,8.0,0.83,100.54,,-0.19,335.1454664526369
36.0,20.0,4.0,-0.1,149.56,0.78,0.72,325.58647486565866
40.0,24.0,8.0,,89.39,1.06,0.91,190.91161105755893
117.0,12.0,5.0,0.55,108.43,0.54,0.93,375.40874770880293
49.0,21.0,1.0,0.99,54.89,1.39,0.2,189.03888879745273
104.0,7.0,5.0,0.62,123.96,1.23,0.09,418.1884929090908
117.0,0.0,4.0,1.22,135.02,1.03,,395.76203478863334
8.0,22.0,4.0,0.91,159.76,1.38,0.5,209.71275578516597
46.0,-1.0,3.0,,71.92,0.85,0.72,180.58783486937568
-10.0,3.0,7.0,0.29,116.66,1.37,-0.18,164.80433234327216
-17.0,22.0,4.0,1.15,182.89,0.81,1.29,147.53185120608444
-17.0,9.0,8.0,0.34,182.48,0.87,0.27,163.39540715556356
3.0,15.0,3.0,1.47,,0.66,1.09,148.29168818468113
14.0,14.0,2.0,0.89,126.51,1.19,0.39,236.36096162968957
17.0,9.0,1.0,1.34,136.93,0.64,0.78,163.01751700942805
29.0,17.0,8.0,0.93,131.23,1.46,1.06,
67.0,-2.0,1.0,1.03,4.93,1.14,0.07,254.5998900741349
65.0,16.0,6.0,-0.19,177.32,1.07,1.02,391.93988926617965
125.0,20.0,0.0,1.45,,,0.7,392.0951082453682
25.0,18.0,6.0,1.34,92.33,1.38,,215.8365300379145
-10.0,10.0,1.0,1.47,113.83,1.0,0.63,
116.0,20.0,4.0,,121.29,0.71,0.62,437.9745918683351
5.0,-1.0,0.0,0.02,97.45,0.7,0.43,184.92705125121836
79.0,8.0,7.0,0.48,135.76,0.57,,
47.0,20.0,5.0,0.04,47.57,1.41,,250.68204863160622
,14.0,,0.67,96.05,0.82,0.93,359.58857760918886
45.0,,,1.55,159.46,1.02,-0.06,280.670154269484
-13.0,12.0,2.0,0.92,126.99,0.82,0.11,87.47843438434558
,5.0,3.0,1.54,127.13,0.52,-0.1,278.1562949995718
113.0,20.0,3.0,0.53,197.12,1.44,,489.6309732925549
117.0,14.0,3.0,0.35,139.46,1.41,0.86,432.60715229513846
48.0,8.0,3.0,0.11,125.94,1.47,1.27,347.16018429456886
129.0,7.0,5.0,0.68,127.73,,0.7,345.35224466246746
69.0,-2.0,0.0,-0.19,167.84,1.46,0.01,408.3373953068505
30.0,14.0,7.0,0.25,90.96,0.77,1.1,
24.0,17.0,0.0,1.12,172.59,1.43,1.05,231.61666893110734
72.0,13.0,7.0,1.08,,1.31,0.91,357.33596575481613
63.0,6.0,6.0,0.6,120.42,1.07,0.52,319.1263767772218
61.0,13.0,8.0,-0.15,141.13,0.88,0.29,387.6000575570338
107.0,1.0,7.0,1.24,84.47,1.11,1.13,300.3044914824051
88.0,9.0,3.0,1.16,,0.78,0.11,352.38899243143015
41.0,27.0,0.0,0.44,91.16,1.39,0.37,248.25139739242445
,22.0,,1.18,99.42,0.51,0.03,633.4566486500407
-6.0,25.0,4.0,1.48,106.48,0.67,-0.09,77.65105761276313
3.0,20.0,7.0,1.49,122.73,1.43,,202.99784738735957
42.0,15.0,0.0,1.14,101.08,0.8,0.46,204.1632035953138
,8.0,0.0,1.02,106.5,1.43,0.91,429.7492197317635
60.0,-3.0,,0.79,117.66,0.75,0.55,266.11411940454326
106.0,24.0,7.0,-0.04,121.0,0.51,0.79,363.51740437192353
123.0,7.0,,0.08,157.82,1.23,,455.568660774044
107.0,18.0,,0.44,134.41,1.09,0.93,430.1918701396167
64.0,2.0,6.0,0.86,75.67,0.94,0.04,244.00182440816818
97.0,13.0,4.0,0.79,125.29,0.7,0.7,304.27880635393404
-16.0,22.0,6.0,1.14,130.73,1.48,0.16,132.2262336116747
129.0,-3.0,,0.39,129.01,,,456.8099082093592
12.0,16.0,4.0,0.42,172.24,0.69,0.77,244.39929005287885
109.0,-1.0,0.0,1.0,131.39,1.08,-0.15,327.6620320274809
,,5.0,0.05,,1.2,0.6,371.50783989037126
86.0,27.0,6.0,0.75,90.71,0.65,,301.01051850752526
83.0,17.0,2.0,0.56,131.15,1.38,1.28,391.74066638780465
70.0,6.0,3.0,0.43,196.08,1.29,1.1,391.32480322747824
83.0,4.0,1.0,0.73,72.53,0.63,0.74,278.3563108916939
38.0,11.0,7.0,0.3,164.63,0.96,0.8,295.60061858836724
-19.0,22.0,2.0,0.38,137.91,1.15,0.96,216.9887629235535
125.0,,3.0,-0.19,128.61,,,449.69462523707614
2.0,20.0,3.0,0.43,172.12,0.5,0.85,139.38360236547402
33.0,22.0,1.0,,95.1,1.47,1.05,312.6085972719225
54.0,22.0,1.0,0.26,125.17,0.81,0.92,226.19008994272832
108.0,0.0,4.0,0.64,219.91,1.06,0.01,465.29842029072626
15.0,12.0,4.0,0.43,126.55,0.54,1.06,202.13492649979557
93.0,19.0,,0.75,121.63,1.49,-0.09,368.37427162223844
63.0,-3.0,5.0,1.23,,1.46,0.32,259.2282357727828
74.0,2.0,1.0,1.47,80.41,0.7,0.66,240.83767297948918
51.0,22.0,7.0,0.4,68.79,1.32,0.77,370.50977489243877
,27.0,8.0,1.13,,1.17,0.34,259.582405694781
67.0,14.0,0.0,1.01,64.82,1.29,0.08,308.74148423827074
63.0,10.0,8.0,0.35,208.94,0.86,-0.17,374.54274899995164
98.0,16.0,3.0,0.92,,1.02,-0.12,398.23412029431984
58.0,14.0,3.0,0.04,147.08,1.4,1.2,340.56435882597094
9.0,2.0,8.0,1.39,168.18,1.03,0.22,187.87012618673148
-1.0,9.0,7.0,1.46,104.0,0.59,1.14,146.47462263239754
17.0,16.0,1.0,0.98,157.07,0.73,0.91,232.3300419893402
,8.0,,0.18,181.77,1.12,0.12,198.66232383531337
113.0,,4.0,0.9,222.72,1.03,,
85.0,22.0,6.0,1.22,198.69,1.1,1.13,404.2063887375962
61.0,18.0,1.0,0.44,121.18,1.49,1.15,352.04712582243843
57.0,25.0,0.0,0.71,159.63,1.47,0.46,356.421744966396
5.0,1.0,4.0,1.06,125.94,0.67,0.91,169.10942877658556
77.0,10.0,6.0,1.23,81.61,,0.91,267.228084356291
97.0,19.0,6.0,0.59,176.47,0.66,0.85,430.5100074865687
61.0,6.0,4.0,1.45,175.75,0.78,0.06,292.275595174424
129.0,22.0,3.0,1.51,97.08,1.01,1.28,425.4995447414745
124.0,27.0,,1.09,144.54,1.06,0.72,358.07624248951566
10.0,-4.0,2.0,-0.02,56.87,0.5,0.37,181.279443973849
-8.0,27.0,3.0,0.83,99.83,1.18,0.06,
70.0,15.0,3.0,-0.03,132.57,0.9,1.19,399.35280078227913
,7.0,7.0,0.49,125.71,0.8,0.82,
72.0,25.0,1.0,1.22,155.15,1.49,-0.18,330.5141373498563
18.0,2.0,8.0,,152.5,1.05,-0.02,139.23506776968267
78.0,16.0,4.0,0.81,179.57,1.35,0.21,402.1369581935402
-13.0,20.0,2.0,1.4,104.12,1.24,1.09,80.20300892759329
86.0,20.0,3.0,1.52,112.77,0.87,0.32,290.01333575393335
-6.0,19.0,7.0,1.48,140.55,,-0.19,84.47191341274907
93.0,18.0,5.0,,112.69,0.77,0.9,274.02555605858413
108.0,,3.0,0.48,95.77,,0.92,450.46825061446657
110.0,13.0,4.0,0.58,39.8,0.7,0.26,269.64445986056364
17.0,18.0,,0.96,133.06,0.77,0.84,208.7846092452304
42.0,21.0,6.0,0.35,110.78,0.73,0.29,216.67372814306773
-6.0,,5.0,1.49,,0.93,0.58,
41.0,4.0,,0.13,65.68,0.69,0.82,223.23921791909098
,-2.0,0.0,0.63,101.65,0.94,0.86,
85.0,10.0,0.0,0.7,125.91,1.12,0.15,313.2783898806519
61.0,,3.0,-0.01,72.82,0.65,0.14,242.887318182653
17.0,5.0,,,,1.45,0.78,259.2639104665936
127.0,-2.0,4.0,1.26,111.94,0.95,0.05,415.5753009238399
-14.0,,1.0,0.99,124.82,1.0,-0.18,102.38434861285089
80.0,16.0,1.0,0.16,127.51,0.59,0.38,335.9914676777697
51.0,-4.0,,1.59,118.58,0.97,0.15,174.54693584645366
57.0,5.0,5.0,-0.05,140.98,1.15,1.04,372.4374650671696
58.0,5.0,5.0,0.96,34.42,1.37,0.89,245.26303715097995
31.0,7.0,6.0,0.41,112.6,1.13,0.85,234.7683969592934
,-3.0,4.0,0.11,177.25,1.26,-0.05,378.8555349692897
-17.0,17.0,2.0,0.31,78.49,1.48,0.53,140.19964413069727
108.0,4.0,2.0,0.15,88.52,1.5,0.75,359.51470296524565
84.0,-1.0,0.0,-0.09,,1.25,0.37,377.1371122475379
,3.0,3.0,1.32,71.09,0.58,1.12,330.5523727710868
106.0,2.0,5.0,1.57,69.59,,0.76,331.3992165150114
57.0,24.0,3.0,1.28,138.01,0.69,,277.3746746136356
74.0,18.0,8.0,0.25,123.64,,0.63,401.51819678780544
93.0,25.0,4.0,0.96,151.25,0.8,0.56,346.55882829815516
32.0,10.0,6.0,0.32,86.28,,0.72,174.2614953063315
63.0,9.0,1.0,1.13,147.2,1.32,1.04,334.8540042262088
-18.0,-3.0,,0.54,82.59,0.78,0.71,56.318625566797955
-6.0,11.0,1.0,0.78,120.76,0.99,0.51,163.72401567304865
-18.0,7.0,6.0,-0.18,164.38,,0.91,194.0048841316557
71.0,20.0,7.0,0.06,142.3,0.78,0.91,338.3727109300063
90.0,4.0,7.0,0.74,124.79,0.89,-0.13,318.10281252578125
101.0,2.0,7.0,0.55,159.26,1.25,1.1,
12.0,6.0,2.0,0.25,118.42,0.68,0.2,180.86218033785997
-17.0,1.0,2.0,0.88,,0.92,1.07,160.49882100030933
59.0,9.0,8.0,1.28,151.77,1.02,0.95,338.08939483830875
92.0,23.0,4.0,1.48,49.47,,0.48,325.690912413545
86.0,26.0,4.0,1.04,51.68,0.84,0.17,304.2330871434108
58.0,,8.0,0.38,172.01,0.69,0.95,346.10051822842075
91.0,4.0,4.0,0.65,73.03,0.85,0.15,259.0079341284777
1.0,27.0,,0.11,133.38,0.95,,161.58033771169826
64.0,17.0,7.0,0.29,176.55,,0.46,356.2091217270905
11.0,-4.0,0.0,1.19,155.63,0.54,0.06,190.04704956322672
50.0,14.0,4.0,1.54,166.22,1.28,1.15,296.5185358254848
115.0,26.0,7.0,1.07,167.56,0.79,0.34,419.67138701064465
57.0,9.0,5.0,0.34,164.62,1.29,1.26,365.26264927453775
7.0,7.0,6.0,0.92,141.15,1.46,0.47,238.00202374828444
45.0,8.0,4.0,1.44,94.17,0.9,0.54,261.52073238349436
-4.0,13.0,2.0,0.17,136.95,1.24,,
109.0,-2.0,0.0,1.57,64.85,,-0.03,305.3521004191412
,4.0,6.0,1.38,90.93,0.57,0.51,384.76715600552836
17.0,21.0,8.0,1.19,109.98,1.08,0.12,121.72431160786579
127.0,,,0.14,104.37,0.97,0.94,
92.0,6.0,8.0,0.22,117.77,1.03,,362.3311461760477
100.0,0.0,7.0,1.04,84.68,1.38,-0.16,1039.3355930780674
128.0,3.0,4.0,0.18,108.26,0.55,1.25,
69.0,-4.0,3.0,0.9,155.24,1.25,,360.97502388952995
10.0,4.0,8.0,0.63,27.5,0.81,0.41,105.29545549952515
49.0,8.0,8.0,0.51,150.1,0.95,0.62,322.61474401632677
,4.0,3.0,0.3,124.79,,0.73,
122.0,5.0,8.0,0.31,196.64,0.55,0.82,447.4627981240992
-20.0,-1.0,5.0,1.3,92.96,1.0,0.44,63.751786883143815
69.0,19.0,5.0,0.22,133.32,1.4,0.26,329.0485175492831
8.0,4.0,7.0,1.38,199.58,0.55,0.02,168.8739665954708
45.0,22.0,2.0,0.46,108.14,0.73,1.22,250.55055621785738
,9.0,5.0,0.82,90.51,,0.92,138.48500436691464
8.0,21.0,7.0,1.07,89.84,1.27,0.22,154.26888645295156
-12.0,11.0,0.0,0.08,99.84,0.71,,112.80954582093817
20.0,6.0,5.0,1.53,167.12,,0.91,176.93794738390213
0.0,18.0,6.0,1.18,183.22,0.99,0.33,216.88228052967202
,26.0,2.0,1.07,115.63,0.52,,
90.0,,4.0,1.46,142.73,0.84,1.13,391.0289381347216
19.0,,8.0,0.14,221.95,0.84,0.03,328.8409697568427
5.0,20.0,4.0,1.04,121.84,0.89,0.24,180.91926365091402
105.0,19.0,5.0,0.39,60.3,,0.17,342.9129168520524
110.0,26.0,,0.84,167.1,0.62,-0.04,398.1041198508855
12.0,-4.0,6.0,1.39,73.2,0.9,0.9,159.68904322715585
76.0,17.0,2.0,1.57,161.49,0.58,,298.1996662177901
21.0,20.0,0.0,0.66,128.96,0.84,0.92,236.31021024611664
56.0,21.0,6.0,0.57,168.67,0.82,0.65,300.25396011892906
22.0,,0.0,-0.03,90.42,1.43,0.92,248.0809033239696
-17.0,6.0,7.0,-0.15,225.71,1.2,0.68,274.23733568499324
81.0,0.0,4.0,0.03,113.66,0.84,1.15,414.95114592019155
125.0,9.0,4.0,-0.14,120.08,1.24,0.14,518.7281011034855
127.0,13.0,6.0,1.22,123.53,0.67,0.68,377.0979044446711
2.0,16.0,2.0,0.29,48.16,1.31,0.54,143.7506470032424
26.0,17.0,7.0,1.26,103.74,0.88,0.54,232.16416111948945
110.0,,1.0,0.99,76.05,1.01,0.58,321.6277313949317
,0.0,5.0,,118.85,1.19,,253.57509058630689
101.0,11.0,3.0,-0.03,142.86,0.81,0.48,397.3453289553434
-12.0,9.0,4.0,1.51,92.33,,,76.34584760354295
126.0,12.0,8.0,1.27,90.2,1.0,0.93,400.6794763752915
71.0,18.0,,-0.19,78.66,1.4,0.53,409.491798829063
94.0,26.0,7.0,0.71,119.44,0.58,-0.02,392.75743263568353
,0.0,8.0,-0.05,79.22,1.42,-0.1,267.4242024316751
85.0,,7.0,0.06,153.49,0.6,0.69,458.5930433136467
51.0,25.0,5.0,0.57,160.38,1.26,-0.13,265.6753855227332
,-2.0,5.0,0.12,67.17,0.84,-0.09,
102.0,4.0,8.0,1.41,118.79,0.84,0.76,
128.0,6.0,7.0,-0.02,200.47,1.47,1.03,543.9861971630653
120.0,-1.0,,0.86,88.81,0.56,0.16,301.0806673114635
6.0,3.0,4.0,0.08,89.61,1.23,0.68,182.07812345077485
103.0,,5.0,0.88,38.89,0.63,0.75,230.202876210664
,0.0,7.0,0.94,85.7,0.7,0.43,266.4740085616954
,27.0,4.0,0.25,158.65,1.25,0.15,264.92667830253504
32.0,23.0,6.0,1.41,134.26,0.79,0.83,212.050670698467
19.0,17.0,7.0,1.21,132.63,1.4,0.35,185.30129394591307
,9.0,7.0,0.68,112.38,0.54,,
-12.0,8.0,5.0,,140.37,0.89,0.15,84.28723359117753
-18.0,-3.0,1.0,0.22,26.58,0.52,0.55,48.44555032495131
35.0,24.0,3.0,0.92,121.69,0.62,0.9,232.12626061743657
-17.0,15.0,,-0.03,207.04,0.63,0.55,188.94657796745085
19.0,1.0,7.0,0.73,82.89,0.85,0.07,130.97762632281626
35.0,8.0,2.0,0.41,57.96,,0.9,203.15007616211966
44.0,1.0,4.0,0.31,53.3,0.63,0.59,239.46316561110146
50.0,7.0,2.0,,130.8,,0.47,226.57536817297895
,10.0,0.0,0.76,107.2,1.21,,260.69503989734324
4.0,11.0,0.0,,48.71,0.53,1.05,112.66833551950313
18.0,9.0,0.0,1.25,125.79,1.29,0.98,239.70945938332056
54.0,-3.0,7.0,,114.38,1.41,0.85,295.4054801339602
12.0,3.0,6.0,1.08,117.6,,0.35,166.45429555626373
33.0,0.0,2.0,-0.18,68.33,0.7,1.13,205.22599792038358
95.0,10.0,5.0,1.08,85.04,1.4,0.62,
91.0,15.0,0.0,1.34,67.12,1.27,0.14,307.7735164027001
93.0,26.0,,0.3,171.39,0.89,-0.13,371.40813627413877
52.0,,0.0,-0.08,176.3,0.63,0.11,315.7115240437856
-20.0,11.0,,0.18,99.58,1.15,0.07,165.39126047450247
10.0,23.0,,1.06,101.02,1.01,0.14,161.44142006934126
0.0,11.0,1.0,0.7,174.42,1.48,0.98,246.84075194277526
3.0,25.0,4.0,0.28,72.82,,,159.26842395441278
-2.0,15.0,3.0,1.22,153.11,0.53,0.57,142.14840587175203
,16.0,3.0,,103.36,1.25,0.29,202.94461267469123
91.0,1.0,6.0,0.17,94.81,1.03,-0.18,307.84764651370074
103.0,4.0,7.0,-0.03,80.08,1.5,0.2,381.8168319218023
-1.0,-2.0,6.0,1.56,90.44,1.4,0.78,90.33743909215121
96.0,15.0,,0.85,135.15,0.8,0.46,338.1861414746354
