demand_index,time_slot,day_of_week,competition_pressure,operational_cost,seasonality_index,marketing_intensity
0.20930232558139533,0.0,1.0,0.25,0.6998646065625996,0.18000000000000005,0.4923076923076923
0.8914728682170543,0.9565217391304348,0.0,0.49375,0.776122969098439,0.32999999999999996,0.8846153846153845
0.6589147286821705,0.5652173913043478,0.16666666666666666,0.7875,0.34545237336731444,0.5900000000000001,0.9153846153846152
0.6124031007751938,1.0,0.3333333333333333,0.34375,0.010035043007327174,0.5700000000000001,0.37692307692307686
0.5116279069767442,0.2608695652173913,0.5,0.11875,0.3022857597961134,0.95,0.25384615384615383
0.5581395348837209,0.30434782608695654,0.3333333333333333,0.5062500000000001,0.3457311245619624,0.99,0.4923076923076923
0.6356589147286822,0.8695652173913043,0.6666666666666666,0.6375,0.46220930232558144,0.9099999999999999,0.1692307692307692
0.5968992248062015,0.6086956521739131,0.16666666666666666,0.60625,0.46587288945524047,0.51,0.6923076923076923
0.7596899224806202,1.0,0.6666666666666666,0.056249999999999994,0.2213284485504938,0.19999999999999996,0.9076923076923076
0.5736434108527132,0.9130434782608695,1.0,0.5874999999999999,0.43716151640649886,0.32999999999999996,0.4923076923076923
0.10852713178294573,1.0,1.0,0.48125,0.016964001274291176,0.31999999999999995,0.7999999999999999
0.8604651162790697,1.0,0.0,0.11249999999999999,0.3667967505575024,0.16000000000000003,0.41538461538461535
0.6666666666666666,1.0,1.0,0.40625,0.44066581713921626,0.37,0.1076923076923077
0.3798449612403101,0.34782608695652173,0.6666666666666666,0.55,0.33262981841350747,0.35,0.33076923076923076
0.34108527131782945,0.6956521739130435,1.0,0.6625000000000001,0.08362535839439313,0.6299999999999999,0.1769230769230769
0.4263565891472868,0.30434782608695654,1.0,0.5062500000000001,0.6901879579483913,0.30000000000000004,0.5307692307692307
0.5116279069767442,0.8695652173913043,1.0,0.21250000000000002,0.5674577891048106,0.7,0.4923076923076923
0.9147286821705426,0.043478260869565216,0.0,0.96875,0.4996814272061166,0.29000000000000004,0.946153846153846
0.5116279069767442,0.0,0.3333333333333333,0.26875,0.5366756928958267,0.4955188679245284,0.1769230769230769
0.3875968992248062,0.08695652173913043,1.0,0.56875,0.5616836572156738,0.6100000000000001,0.061538461538461535
0.689922480620155,0.6086956521739131,1.0,0.8624999999999999,0.509915578209621,0.95,0.8538461538461538
0.7364341085271318,0.6521739130434783,1.0,0.025,0.4605429288163436,0.09999999999999998,0.7538461538461537
0.8837209302325582,0.4782608695652174,0.6666666666666666,0.5062500000000001,0.1657773176170755,0.44999999999999996,0.4923076923076923
0.5116279069767442,0.8260869565217391,0.6666666666666666,0.5625,0.6580121057661676,0.72,0.5538461538461538
0.6434108527131783,0.08695652173913043,0.8333333333333333,0.5,0.3877429117553361,0.22999999999999998,0.4923076923076923
0.8449612403100775,0.7826086956521738,1.0,0.725,0.3383243071041733,0.8899999999999999,0.32307692307692304
0.17829457364341084,0.0,1.0,0.0625,0.525923861102262,0.79,0.1923076923076923
0.627906976744186,0.13043478260869565,0.0,0.76875,0.49916374641605604,0.4955188679245284,0.9846153846153846
0.03875968992248062,0.7391304347826086,0.3333333333333333,0.8,0.3899729213125199,0.38,0.5769230769230769
0.27906976744186046,1.0,1.0,0.09375,0.3647658489964957,0.56,0.9692307692307691
0.2248062015503876,1.0,0.6666666666666666,0.3,0.5752230009557184,0.8300000000000001,0.4923076923076923
0.5116279069767442,1.0,0.0,0.3375,0.5330917489646384,0.18999999999999995,0.5846153846153845
0.5116279069767442,0.5652173913043478,0.5,0.2,0.8297626632685569,0.76,0.29230769230769227
0.24031007751937983,0.0,0.8333333333333333,0.08125,0.6046909843899332,0.31999999999999995,0.25384615384615383
0.21705426356589147,0.43478260869565216,0.0,0.41875,0.22961134119146226,0.39,0.1692307692307692
0.5116279069767442,0.5652173913043478,1.0,0.84375,0.585576616756929,0.47,0.4923076923076923
0.5116279069767442,0.0,1.0,0.8875,0.5138579165339281,0.07999999999999996,0.5
0.5116279069767442,1.0,0.6666666666666666,0.5062500000000001,0.35477062758840394,0.55,0.4076923076923077
0.9224806201550387,0.43478260869565216,1.0,0.5,0.1893517043644473,0.08999999999999997,1.0
1.0,0.30434782608695654,0.0,0.95625,0.789224275246894,1.0,0.4923076923076923
0.6434108527131783,0.0,1.0,0.8187500000000001,0.416852500796432,0.24,0.5846153846153845
0.6046511627906976,0.43478260869565216,1.0,0.8562500000000001,0.5245301051290221,0.22999999999999998,0.0923076923076923
0.5116279069767442,1.0,0.3333333333333333,0.28750000000000003,0.4605429288163436,0.47,0.3692307692307692
0.9224806201550387,1.0,0.3333333333333333,0.6687500000000001,0.553838802166295,0.55,0.5538461538461538
0.5116279069767442,0.6086956521739131,0.3333333333333333,0.41875,0.4014415418923224,0.5900000000000001,0.3153846153846153
0.5116279069767442,0.7826086956521738,0.3333333333333333,0.55,0.4605429288163436,0.77,0.5153846153846153
0.5116279069767442,0.43478260869565216,0.5,0.65625,0.5086811086333227,0.6100000000000001,0.32307692307692304
0.5193798449612403,1.0,1.0,0.5750000000000001,0.7118110863332272,0.5,0.4923076923076923
0.5116279069767442,1.0,1.0,0.65625,0.6030582988212808,0.38,0.04615384615384615
0.7829457364341085,1.0,0.16666666666666666,0.5125,0.4524131889136668,0.06000000000000005,0.26923076923076916
0.5116279069767442,0.2608695652173913,0.0,0.3875,0.5123446957629819,0.96,0.3615384615384615
0.05426356589147287,0.9130434782608695,0.0,0.2,0.5054555590952533,0.09999999999999998,0.1923076923076923
0.13953488372093023,0.5652173913043478,0.3333333333333333,0.60625,0.26095093978974193,0.06999999999999995,0.7769230769230768
0.5116279069767442,0.8260869565217391,1.0,0.28125,0.3922029308697037,0.17000000000000004,0.9153846153846152
0.5116279069767442,0.5652173913043478,0.5,0.7875,0.29416215355208664,0.35,0.9769230769230769
0.41860465116279066,0.4782608695652174,0.16666666666666666,0.6937500000000001,0.1973558458107678,0.39,0.8076923076923077
0.6124031007751938,1.0,0.5,0.2625,0.6264335775724753,0.52,0.9076923076923076
0.7441860465116279,0.43478260869565216,0.6666666666666666,0.45625,0.6358712965912712,0.99,0.8076923076923077
0.5116279069767442,0.5652173913043478,1.0,0.1375,0.4395906339598598,0.8799999999999999,0.7384615384615384
0.20930232558139533,0.9130434782608695,0.16666666666666666,0.9125,0.3835616438356165,0.6200000000000001,1.0
0.5116279069767442,0.5652173913043478,1.0,0.21250000000000002,0.30586970372730166,0.30000000000000004,0.5230769230769231
0.875968992248062,0.08695652173913043,0.3333333333333333,0.9125,0.6128145906339599,0.0,0.44615384615384607
0.6511627906976745,1.0,1.0,0.5062500000000001,0.20125836253583945,0.37,0.8769230769230768
0.689922480620155,0.6956521739130435,0.0,0.08125,0.43759955399808853,0.4955188679245284,0.4923076923076923
0.5116279069767442,1.0,1.0,0.5874999999999999,0.5838642879898057,0.24,0.4769230769230769
0.5116279069767442,0.8695652173913043,0.5,0.48125,0.468819687798662,0.6200000000000001,0.4923076923076923
0.5116279069767442,0.0,0.5,0.8375,0.45348837209302323,0.36,0.4923076923076923
0.3023255813953488,0.13043478260869565,0.0,0.775,0.6467425931825423,0.75,0.946153846153846
0.15503875968992248,0.21739130434782608,1.0,0.5062500000000001,0.4286396941701179,0.6000000000000001,0.5461538461538461
0.1937984496124031,1.0,0.8333333333333333,0.19375,0.4605429288163436,0.51,0.07692307692307693
0.5116279069767442,1.0,0.6666666666666666,0.5062500000000001,0.5823908888180951,0.13,0.4923076923076923
0.8449612403100775,1.0,0.6666666666666666,0.125,0.39375597323988526,0.99,0.4923076923076923
0.37209302325581395,0.08695652173913043,0.5,0.79375,0.4873765530423702,0.4955188679245284,0.8538461538461538
0.8914728682170543,0.2608695652173913,0.8333333333333333,0.76875,0.32554157374960174,0.28,0.6615384615384615
0.5658914728682171,0.2608695652173913,1.0,0.25,0.43023255813953487,0.6799999999999999,0.6692307692307692
0.31007751937984496,0.5652173913043478,0.6666666666666666,0.9125,0.4896463841987894,0.29000000000000004,0.4923076923076923
0.3488372093023256,0.7391304347826086,0.6666666666666666,0.6375,0.6860863332271425,0.15000000000000002,0.8384615384615385
0.7441860465116279,0.5652173913043478,0.0,0.1875,0.6214160560688118,0.27,0.4923076923076923
0.3643410852713178,0.9565217391304348,0.0,0.60625,0.20691302962726985,0.97,0.823076923076923
0.5116279069767442,0.8695652173913043,1.0,0.35000000000000003,0.15570245301051291,0.77,0.6692307692307692
0.24031007751937983,0.8695652173913043,0.3333333333333333,0.5062500000000001,0.5079244982478497,0.6799999999999999,0.8923076923076921
0.8914728682170543,1.0,0.16666666666666666,0.55,0.4605429288163436,0.75,0.015384615384615384
0.5271317829457365,0.6521739130434783,1.0,0.00625,0.43023255813953487,0.4955188679245284,0.2153846153846154
0.5116279069767442,0.8695652173913043,0.6666666666666666,0.125,0.4880535202293724,0.8999999999999999,0.9538461538461538
0.49612403100775193,0.0,0.6666666666666666,0.5062500000000001,0.7006212169480728,0.79,0.7076923076923076
0.7829457364341085,0.0,0.8333333333333333,0.34375,0.3905702453010513,0.38,0.8538461538461538
0.7441860465116279,0.5652173913043478,1.0,0.275,0.3708187320802803,0.4955188679245284,0.7615384615384615
0.2945736434108527,0.30434782608695654,0.6666666666666666,0.54375,0.2000238929595413,0.6599999999999999,0.6538461538461537
0.4418604651162791,0.5217391304347826,0.6666666666666666,0.30625,0.48920834660719975,0.48,0.4923076923076923
0.5116279069767442,0.5652173913043478,0.5,0.5062500000000001,0.4134278432621854,0.5900000000000001,0.4923076923076923
0.5116279069767442,0.17391304347826086,1.0,0.775,0.5337687161516407,0.32999999999999996,0.9615384615384615
0.15503875968992248,0.5652173913043478,0.16666666666666666,0.5062500000000001,0.26039343740044596,0.6399999999999999,0.6
0.7674418604651163,0.30434782608695654,0.0,0.5062500000000001,0.392601146862058,0.26,0.46153846153846145
0.43410852713178294,0.8260869565217391,1.0,0.84375,0.47853615801210575,0.26,0.4230769230769231
0.7984496124031008,0.9565217391304348,1.0,0.46875,0.7041255176807901,0.8799999999999999,0.4923076923076923
0.8914728682170543,0.7391304347826086,0.0,0.68125,0.6731044918763939,0.44999999999999996,0.5461538461538461
0.5116279069767442,0.043478260869565216,1.0,0.54375,0.4436922586811086,0.020000000000000018,0.6923076923076923
0.5116279069767442,0.0,0.6666666666666666,0.49375,0.6217744504619306,0.4955188679245284,0.869230769230769
0.5116279069767442,0.8695652173913043,0.6666666666666666,0.03125,0.7589598598279708,0.4955188679245284,0.4923076923076923
0.5271317829457365,0.6086956521739131,0.5,0.925,0.35592545396623126,0.98,0.8153846153846154
0.5968992248062015,0.17391304347826086,0.0,0.775,0.29591430391844536,0.4955188679245284,0.4923076923076923
0.23255813953488372,1.0,0.5,0.79375,0.5995141764893278,0.12,0.3615384615384615
0.5116279069767442,0.4782608695652174,1.0,0.5062500000000001,0.39236221726664544,0.6799999999999999,0.8923076923076921
0.8527131782945736,0.5652173913043478,1.0,0.63125,0.36639853456514815,0.6599999999999999,0.4923076923076923
0.9767441860465116,0.0,0.16666666666666666,0.5062500000000001,0.4605429288163436,0.4955188679245284,0.9923076923076922
0.20155038759689922,0.6086956521739131,0.6666666666666666,0.4,0.3810528830837846,0.79,0.19999999999999998
0.1937984496124031,0.8260869565217391,1.0,0.8500000000000001,0.5933816502070723,0.79,0.4923076923076923
0.5116279069767442,0.30434782608695654,0.6666666666666666,0.30625,0.5663826059254541,0.28,0.5384615384615383
0.4108527131782946,0.5652173913043478,0.5,0.3375,0.7312042051608793,0.06999999999999995,0.4923076923076923
0.9224806201550387,0.34782608695652173,1.0,0.0,0.7102580439630456,0.14,0.4923076923076923
0.5581395348837209,0.8695652173913043,0.6666666666666666,0.28750000000000003,0.3447355845810768,0.6200000000000001,0.7692307692307692
0.9147286821705426,0.7826086956521738,0.6666666666666666,0.8687499999999999,0.4786954444090475,0.21999999999999997,0.8923076923076921
0.8604651162790697,1.0,0.6666666666666666,0.056249999999999994,0.40510512902198154,0.4955188679245284,0.4923076923076923
0.1937984496124031,0.7826086956521738,0.6666666666666666,0.56875,0.4023972602739726,0.81,0.3923076923076923
0.7906976744186046,0.3913043478260869,0.5,0.5062500000000001,0.34190825103536154,0.31999999999999995,0.015384615384615384
0.03875968992248062,0.7391304347826086,0.16666666666666666,0.09375,0.6445125836253585,0.35,0.4538461538461538
0.05426356589147287,0.0,0.3333333333333333,0.63125,0.7401242433896146,0.33999999999999997,0.9615384615384615
0.6976744186046512,0.43478260869565216,1.0,0.6125,0.2961134119146225,0.81,0.061538461538461535
0.5116279069767442,0.8695652173913043,0.0,0.8937499999999999,0.6361500477859192,0.56,0.4923076923076923
0.6124031007751938,0.6521739130434783,0.8333333333333333,0.043750000000000004,0.12193373685887227,0.31999999999999995,0.48461538461538456
0.5038759689922481,0.2608695652173913,0.3333333333333333,0.65625,0.6359907613889774,0.4,0.9615384615384615
0.27906976744186046,0.4782608695652174,0.0,0.90625,0.4542449824784964,0.24,0.0
0.5193798449612403,0.0,0.6666666666666666,0.5750000000000001,0.5980805989168526,0.74,0.8461538461538461
0.6201550387596899,0.3913043478260869,0.3333333333333333,0.54375,0.6302962726983117,0.6000000000000001,0.6230769230769231
0.8682170542635659,0.6521739130434783,0.8333333333333333,0.5062500000000001,0.6034166932143996,0.8300000000000001,0.7846153846153846
0.7131782945736433,0.4782608695652174,1.0,0.5187499999999999,0.38511468620579803,0.4955188679245284,0.4923076923076923
0.27906976744186046,0.8695652173913043,0.6666666666666666,0.5062500000000001,0.5803201656578529,0.28,0.5538461538461538
0.31007751937984496,1.0,1.0,0.5062500000000001,0.34071360305829884,0.56,0.7
0.9069767441860465,0.5217391304347826,0.8333333333333333,0.34375,0.4165339280025486,0.040000000000000036,0.7153846153846154
0.3798449612403101,0.9130434782608695,0.16666666666666666,0.61875,0.20332908569608157,0.8899999999999999,0.15384615384615385
0.8062015503875969,0.30434782608695654,0.8333333333333333,0.3875,0.478376871615164,0.73,0.06923076923076922
0.9069767441860465,0.0,0.6666666666666666,0.7625,0.5224195603695445,0.53,0.4923076923076923
0.06201550387596899,0.9565217391304348,0.6666666666666666,0.56875,0.6209381968779867,0.8799999999999999,0.3846153846153846
0.3565891472868217,0.0,0.5,0.5062500000000001,0.27114526919401083,0.35,0.5538461538461538
0.5116279069767442,0.13043478260869565,1.0,0.18125,0.4493071041733036,0.8700000000000001,0.4923076923076923
0.5116279069767442,0.9565217391304348,0.6666666666666666,0.71875,0.7130455559095253,0.31000000000000005,0.9923076923076922
0.5116279069767442,0.3913043478260869,1.0,0.21250000000000002,0.7114128703408729,0.37,0.20769230769230768
0.023255813953488372,0.6521739130434783,0.5,0.91875,0.4605429288163436,0.16000000000000003,0.8384615384615385
0.10852713178294573,0.6086956521739131,0.3333333333333333,0.55625,0.4885313794201976,0.69,0.3
0.13178294573643412,0.3913043478260869,0.16666666666666666,0.8375,0.5300254858235107,0.14,0.6
0.5193798449612403,0.0,0.16666666666666666,0.64375,0.004380375915896781,0.6399999999999999,0.05384615384615385
0.5038759689922481,0.6956521739130435,1.0,0.5062500000000001,0.6908649251353934,0.5700000000000001,0.7846153846153846
0.9689922480620154,0.8695652173913043,0.0,0.90625,0.4605429288163436,0.4955188679245284,0.5384615384615383
0.1937984496124031,0.7826086956521738,1.0,0.8375,0.35242115323351386,0.8799999999999999,0.4923076923076923
0.8992248062015504,0.8695652173913043,0.6666666666666666,0.5062500000000001,0.46774450461930556,0.20999999999999996,0.4769230769230769
0.03875968992248062,0.0,0.0,0.0125,0.3728098120420516,0.19999999999999996,0.33076923076923076
0.3643410852713178,0.8695652173913043,0.8333333333333333,0.025,0.17417967505575024,0.9099999999999999,0.4923076923076923
0.5116279069767442,0.6086956521739131,0.6666666666666666,0.41875,0.36723478814909205,0.31999999999999995,0.7153846153846154
0.3488372093023256,0.5652173913043478,0.6666666666666666,0.96875,0.619743548900924,0.52,0.4923076923076923
0.5116279069767442,0.5217391304347826,0.3333333333333333,0.5750000000000001,0.4904428161834979,0.31999999999999995,0.0846153846153846
0.5116279069767442,0.21739130434782608,0.5,0.9625,0.49100031857279386,0.020000000000000018,0.4923076923076923
0.875968992248062,0.8695652173913043,0.5,0.33125000000000004,0.7697116916215356,0.94,0.4923076923076923
0.9069767441860465,0.6086956521739131,0.5,0.21875,0.5401003504300733,0.9099999999999999,0.6615384615384615
0.37209302325581395,0.34782608695652173,0.5,0.06875,0.48626154826377826,0.97,0.9769230769230769
1.0,0.30434782608695654,0.8333333333333333,0.42500000000000004,0.4933896145269194,0.4955188679245284,0.5384615384615383
0.5348837209302325,0.0,0.0,0.5062500000000001,0.6531140490602103,0.96,0.007692307692307692
0.18604651162790697,0.7391304347826086,0.0,0.7000000000000001,0.6720293086970374,0.9299999999999999,0.8076923076923077
0.5581395348837209,0.5652173913043478,1.0,0.675,0.4605429288163436,0.81,0.7
0.4883720930232558,0.2608695652173913,1.0,0.375,0.46428002548582353,0.5700000000000001,0.39999999999999997
0.4728682170542636,0.5652173913043478,1.0,0.5062500000000001,0.5467505575023893,0.38,0.22307692307692303
0.8294573643410853,0.043478260869565216,1.0,0.775,0.32112137623446957,0.6100000000000001,0.869230769230769
0.6821705426356589,0.3913043478260869,0.5,0.725,0.4605429288163436,0.28,0.0846153846153846
0.3178294573643411,1.0,0.0,0.275,0.3477620261229691,0.8899999999999999,0.2846153846153846
0.5116279069767442,0.9565217391304348,0.6666666666666666,0.7374999999999999,0.38065466709143037,0.010000000000000009,0.023076923076923075
0.5116279069767442,1.0,0.6666666666666666,0.925,0.4087687161516407,0.17000000000000004,0.4923076923076923
0.023255813953488372,0.8695652173913043,1.0,0.93125,0.4734788149092068,0.9299999999999999,0.4923076923076923
0.32558139534883723,0.6521739130434783,0.0,0.7124999999999999,0.387265052564511,0.30000000000000004,0.3538461538461538
0.5116279069767442,0.34782608695652173,0.0,0.6375,0.4088483593501115,0.9299999999999999,0.7
0.46511627906976744,0.0,0.6666666666666666,0.49375,0.4532892640968461,0.25,0.4230769230769231
0.8217054263565892,1.0,1.0,0.5062500000000001,0.4665896782414782,0.010000000000000009,0.6076923076923076
0.9534883720930233,0.30434782608695654,0.6666666666666666,0.05,0.6132128066263142,0.73,0.4923076923076923
0.8294573643410853,0.7826086956521738,0.6666666666666666,0.275,0.5199904428161836,0.5900000000000001,0.7153846153846154
0.49612403100775193,0.08695652173913043,1.0,0.5375,0.2860783689072953,0.43999999999999995,0.030769230769230767
0.751937984496124,0.5652173913043478,0.6666666666666666,0.49375,0.48367314431347563,0.19999999999999996,0.5384615384615383
0.5116279069767442,0.9565217391304348,1.0,0.7124999999999999,0.505336094297547,0.98,0.12307692307692307
1.0,0.0,0.6666666666666666,0.24375000000000002,0.49848677922905377,0.4955188679245284,0.4923076923076923
0.09302325581395349,0.6956521739130435,0.6666666666666666,0.2625,0.6706355527237975,0.18999999999999995,0.5923076923076923
0.8449612403100775,0.0,0.0,0.625,0.507964319847085,0.5800000000000001,0.4923076923076923
0.5116279069767442,0.5652173913043478,0.8333333333333333,0.03125,0.4605429288163436,0.7,0.46153846153846145
0.6666666666666666,1.0,1.0,0.46875,0.3459700541573749,0.15000000000000002,0.4923076923076923
0.6434108527131783,0.7391304347826086,0.3333333333333333,0.35000000000000003,0.5070086014654349,0.8799999999999999,0.9846153846153846
0.5426356589147286,0.2608695652173913,0.5,0.26875,0.7655702453010514,0.79,0.8461538461538461
0.6434108527131783,0.17391304347826086,0.16666666666666666,0.45625,0.2735743867473718,0.13,0.5692307692307692
0.2945736434108527,0.4782608695652174,1.0,0.1875,0.6403313157056387,0.45999999999999996,0.6153846153846154
0.5116279069767442,0.9565217391304348,0.3333333333333333,0.2375,0.5339280025485824,0.6499999999999999,0.7384615384615384
0.9689922480620154,0.5652173913043478,0.5,0.5062500000000001,0.49689391525963683,0.4955188679245284,0.4923076923076923
0.015503875968992248,0.8695652173913043,0.5,0.26875,0.6701576935329724,0.0,0.6538461538461537
0.2558139534883721,0.9565217391304348,0.16666666666666666,0.5062500000000001,0.3634517362217266,0.97,0.8076923076923077
0.41860465116279066,0.9565217391304348,0.16666666666666666,0.1625,0.48319528512265053,0.31000000000000005,0.7076923076923076
0.8372093023255813,0.0,0.6666666666666666,0.4,0.8604651162790699,0.56,0.007692307692307692
0.11627906976744186,0.5217391304347826,0.6666666666666666,0.26875,0.4886906658171392,0.040000000000000036,0.8153846153846154
0.7209302325581395,0.8260869565217391,0.6666666666666666,0.46875,0.46909843899330994,0.99,0.4923076923076923
0.4883720930232558,0.0,0.8333333333333333,0.76875,0.4605429288163436,0.96,0.24615384615384614
0.5736434108527132,0.08695652173913043,0.16666666666666666,0.91875,0.3049538069448869,0.19999999999999996,0.5076923076923077
0.3953488372093023,0.9565217391304348,1.0,0.25,0.2586811086333227,0.8200000000000001,0.5923076923076923
0.5116279069767442,1.0,1.0,0.7062499999999999,0.4605429288163436,0.6699999999999999,0.26153846153846155
0.5193798449612403,0.6086956521739131,0.0,0.63125,0.24287193373685886,0.79,0.061538461538461535
0.4883720930232558,0.43478260869565216,1.0,0.21875,0.8167808219178083,0.36,0.4923076923076923
0.7596899224806202,0.6956521739130435,0.5,0.5750000000000001,0.4605429288163436,0.52,0.4923076923076923
0.4496124031007752,0.6086956521739131,0.5,0.025,0.5704444090474674,0.8999999999999999,0.9230769230769229
0.06976744186046512,0.08695652173913043,1.0,0.8687499999999999,0.6544679834342149,0.53,0.1692307692307692
0.5116279069767442,0.3913043478260869,1.0,0.9125,0.3988929595412552,0.08999999999999997,0.8769230769230768
0.13178294573643412,0.6956521739130435,0.16666666666666666,0.6125,0.6102261866836572,0.22999999999999998,0.7
0.5116279069767442,0.34782608695652173,0.6666666666666666,0.11249999999999999,0.7085855367951578,0.6200000000000001,0.0923076923076923
0.6589147286821705,0.9565217391304348,1.0,0.7625,0.7759636827014974,0.6000000000000001,0.869230769230769
0.4728682170542636,0.7826086956521738,0.16666666666666666,0.275,0.46730646702771583,0.99,0.8846153846153845
0.4418604651162791,1.0,0.0,0.44375,0.6204205160879261,0.97,0.3538461538461538
0.03875968992248062,0.043478260869565216,0.6666666666666666,0.6625000000000001,0.48626154826377826,0.17000000000000004,0.7
0.5968992248062015,0.43478260869565216,1.0,0.76875,0.3097323988531379,0.4955188679245284,0.7
0.751937984496124,0.8260869565217391,1.0,0.36874999999999997,0.6874800892003824,0.16000000000000003,0.6538461538461537
0.4728682170542636,0.2608695652173913,0.6666666666666666,0.90625,0.6846129340554318,0.28,0.04615384615384615
1.0,0.9565217391304348,0.5,0.94375,0.37133641287034086,0.51,0.9846153846153846
0.9612403100775193,1.0,0.6666666666666666,0.68125,0.5603297228416694,0.56,0.5538461538461538
0.07751937984496124,0.0,0.3333333333333333,0.5062500000000001,0.21121376234469577,0.0,0.2846153846153846
0.5426356589147286,0.6521739130434783,0.5,0.5062500000000001,0.5126632685568653,0.4,0.9153846153846152
0.5581395348837209,1.0,0.16666666666666666,0.7625,0.6025804396304556,0.99,0.4923076923076923
0.13953488372093023,0.08695652173913043,1.0,0.5062500000000001,0.5920277158330679,0.55,0.4923076923076923
0.6046511627906976,0.6956521739130435,0.6666666666666666,0.5062500000000001,0.6998247849633642,0.8500000000000001,0.16153846153846152
0.5116279069767442,0.8695652173913043,0.3333333333333333,0.875,0.3993708187320803,0.74,0.8384615384615385
0.6666666666666666,0.8695652173913043,0.5,0.95,0.43381650207072314,0.37,0.24615384615384614
0.5116279069767442,0.8260869565217391,1.0,0.925,0.5444409047467347,0.4955188679245284,0.4923076923076923
0.7209302325581395,0.7826086956521738,0.8333333333333333,0.5062500000000001,0.4334979292768397,0.27,0.6923076923076923
0.8372093023255813,0.5652173913043478,0.5,0.3,0.36611978337050016,0.4955188679245284,0.7076923076923076
0.8527131782945736,0.5652173913043478,0.6666666666666666,0.3625,0.14323829244982478,0.19999999999999996,0.19999999999999998
0.13178294573643412,0.7826086956521738,0.6666666666666666,0.6,0.5146145269194011,0.27,0.6461538461538461
0.32558139534883723,0.9130434782608695,1.0,0.21875,0.4258920038228735,0.22999999999999998,0.22307692307692303
0.3178294573643411,0.17391304347826086,0.6666666666666666,0.08125,0.2462965912711055,0.18999999999999995,0.6307692307692306
0.6589147286821705,0.43478260869565216,0.0,0.4375,0.48614208346607196,0.6200000000000001,0.11538461538461536
0.4728682170542636,0.5652173913043478,0.5,0.5062500000000001,0.27472921312519905,0.15000000000000002,0.1076923076923077
0.13178294573643412,0.21739130434782608,0.6666666666666666,0.5062500000000001,0.4605429288163436,0.95,0.6
0.9844961240310077,0.0,0.6666666666666666,0.7875,0.43051130933418286,0.44999999999999996,0.038461538461538464
0.5116279069767442,0.5652173913043478,0.16666666666666666,0.61875,0.4818015291494106,0.5,0.4923076923076923
0.6201550387596899,0.6956521739130435,0.16666666666666666,0.1,0.49251353934374004,0.08999999999999997,0.29230769230769227
0.3953488372093023,0.0,0.6666666666666666,0.99375,0.45695285122650525,0.47,0.11538461538461536
